Day,FeatureSet,Features,N_features,F1_mean,F1_median,BA_mean,BA_median,AUC_mean,AUC_median,F1_seed_20,BA_seed_20,F1_seed_17,BA_seed_17,F1_seed_75,BA_seed_75,F1_seed_27,BA_seed_27,F1_seed_33,BA_seed_33,CM_median_TN,CM_median_FP,CM_median_FN,CM_median_TP
30,Morph-Feret_Circ._AR,Feret_win;Circ._win;AR_win,3,0.7030850709232992,0.7076923076923077,0.5777777777777778,0.5409356725146199,0.5637426900584795,0.5409356725146199,0.6451612903225806,0.5409356725146199,0.676923076923077,0.5116959064327485,0.7076923076923077,0.5804093567251463,0.7164179104477612,0.5380116959064327,0.7692307692307693,0.7178362573099415,5,4,18,20
30,Morph-Feret_Circ._Complexity,Feret_win;Circ._win;Complexity_win,3,0.7516673570836785,0.7605633802816901,0.564327485380117,0.5672514619883041,0.5771929824561404,0.5672514619883041,0.6875,0.5672514619883041,0.7887323943661971,0.5906432748538011,0.6764705882352942,0.4137426900584795,0.7605633802816901,0.5219298245614035,0.8450704225352113,0.7280701754385965,5,4,16,22
30,Morph-Feret_Solidity_AR,Feret_win;Solidity_win;AR_win,3,0.6628252621695244,0.6461538461538462,0.4842105263157895,0.4429824561403509,0.5081871345029241,0.435672514619883,0.6229508196721312,0.5277777777777778,0.6461538461538462,0.4429824561403509,0.6857142857142857,0.3713450292397661,0.5714285714285714,0.347953216374269,0.7878787878787878,0.7309941520467836,3,6,17,21
30,Morph-Feret_Solidity_Complexity,Feret_win;Solidity_win;Complexity_win,3,0.7464590409842569,0.7222222222222222,0.5421052631578948,0.5409356725146199,0.5590643274853802,0.5730994152046784,0.6451612903225806,0.5409356725146199,0.8055555555555556,0.6038011695906433,0.7142857142857143,0.44005847953216376,0.7222222222222222,0.39766081871345027,0.8450704225352113,0.7280701754385965,5,4,18,20
30,Morph-Feret_AR_Complexity,Feret_win;AR_win;Complexity_win,3,0.7252639844466058,0.7222222222222222,0.5067251461988305,0.49853801169590645,0.5023391812865498,0.4912280701754386,0.65625,0.49853801169590645,0.7352941176470589,0.5511695906432749,0.6956521739130435,0.4269005847953216,0.7222222222222222,0.39766081871345027,0.8169014084507042,0.6593567251461989,4,5,17,21
30,Morph-Circ._Solidity_AR,Circ._win;Solidity_win;AR_win,3,0.629579831932773,0.6349206349206349,0.4435672514619883,0.44590643274853803,0.39181286549707606,0.40058479532163743,0.6031746031746031,0.41666666666666663,0.6349206349206349,0.4853801169590643,0.6666666666666666,0.45614035087719296,0.6764705882352942,0.4137426900584795,0.5666666666666667,0.44590643274853803,4,5,21,17
30,Morph-Circ._Solidity_Complexity,Circ._win;Solidity_win;Complexity_win,3,0.7240167813127908,0.7397260273972602,0.46754385964912276,0.4429824561403509,0.4807017543859649,0.47076023391812866,0.7714285714285715,0.577485380116959,0.7671232876712328,0.47953216374269003,0.6956521739130435,0.4269005847953216,0.7397260273972602,0.4108187134502924,0.6461538461538462,0.4429824561403509,3,6,17,21
30,Morph-Circ._AR_Complexity,Circ._win;AR_win;Complexity_win,3,0.7169770383917042,0.7164179104477612,0.4903508771929824,0.5248538011695907,0.42046783625731,0.43274853801169594,0.7164179104477612,0.5380116959064327,0.7536231884057971,0.564327485380117,0.6956521739130435,0.4269005847953216,0.7222222222222222,0.39766081871345027,0.696969696969697,0.5248538011695907,4,5,15,23
30,Morph-Solidity_AR_Complexity,Solidity_win;AR_win;Complexity_win,3,0.7020469660825749,0.704225352112676,0.4798245614035087,0.45614035087719296,0.4385964912280702,0.4327485380116959,0.7272727272727273,0.5935672514619883,0.7164179104477612,0.5380116959064327,0.6956521739130435,0.4269005847953216,0.704225352112676,0.38450292397660824,0.6666666666666666,0.45614035087719296,3,6,16,22
30,Morph-Area_Feret_Circ._Solidity,Area_win_log;Feret_win;Circ._win;Solidity_win,4,0.873887303452521,0.8695652173913043,0.8529239766081872,0.8391812865497076,0.9146198830409358,0.9590643274853801,0.8181818181818182,0.7997076023391813,0.918918918918919,0.8362573099415205,0.8484848484848485,0.868421052631579,0.9142857142857143,0.9210526315789473,0.8695652173913043,0.8391812865497076,8,1,8,30
30,Morph-Area_Feret_Circ._AR,Area_win_log;Feret_win;Circ._win;AR_win,4,0.9143336766388831,0.9210526315789473,0.8871345029239766,0.9078947368421053,0.9380116959064327,0.9707602339181287,0.835820895522388,0.8128654970760234,0.9210526315789473,0.7938596491228069,0.9295774647887324,0.9342105263157895,0.9866666666666667,0.986842105263158,0.8985507246376812,0.9078947368421053,9,0,7,31
30,Morph-Area_Feret_Circ._Complexity,Area_win_log;Feret_win;Circ._win;Complexity_win,4,0.8914899604573516,0.9142857142857143,0.8771929824561404,0.9078947368421053,0.9192982456140351,0.9415204678362573,0.78125,0.7733918128654971,0.918918918918919,0.8362573099415205,0.9142857142857143,0.9210526315789473,0.9444444444444444,0.9473684210526316,0.8985507246376812,0.9078947368421053,9,0,7,31
